Nombre;Descripcion;Categoria;Etiquetas;Precio;URL FOTO
Cafe Aroma;Bolsa x 250 gr ;Despensa;Cafe;3600;https://supermercadocomunal.com/1758-large_default/cafe-molido-aroma-250-gr.jpg
Cafe Colcafe ;Frasco x 170 gr ;Despensa;Cafe;11950;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/239624-1000-1000/7702032253111.jpg?v=636421150043500000
Cafe Colcafe ;Frasco x 85 gr ;Despensa;Cafe;6600;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/239609-1000-1000/7702032253135.jpg?v=636421134925170000
Cafe Colcafe Granulado;Frasco x 170 gr ;Despensa;Cafe;12100;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/239615-750-750/7702032104383.jpg?v=636421142544170000
Cafe Colcafe Granulado;Frasco x 85 gr ;Despensa;Cafe;6650;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702032104376.jpg
Cafe Colcafe Descafeinado;Frasco x 100 gr;Despensa;Cafe;9300;https://colsubsidiogrocery.vtexassets.com/arquivos/ids/156782/7702032253333.jpg?v=637274970593430000
Cafe Colcafe 3 en 1 ;Frasco x 380 gr;Despensa;Cafe;9900;https://colcafe.s3.amazonaws.com/co-colcafe/wp-content/uploads/2018/01/27173927/Colcafe3en1-5.png
Cafe Colcafe Capuchino;Lata x 270 gr;Despensa;Cafe;10500;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/colcafe-cappuccino-800x800.jpg
Cafe Colcafe Capuchino Vainilla;Lata x 270 gr;Despensa;Cafe;10500;https://exitocol.vtexassets.com/arquivos/ids/649772/Capuchino-French-Vainilla-Tarro-X-270-gr-163991_a.jpg?v=637026991156370000
Cafe Colcafe Moca;Lata x 270 gr;Despensa;Cafe;10500;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702032005031.jpg
Cafe Colcafe Light;Tarro x 280 gr ;Despensa;Cafe;9400;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702032253845.jpg
Cafe Colcafe Cofe Cream;Tarro x 290 gr ;Despensa;Cafe;7700;https://colcafe.s3.amazonaws.com/co-colcafe/wp-content/uploads/2018/01/27173950/colcafe-coffee-crem-full.png
Cafe Colcafe Cofe Cream;Tarro x 175 gr ;Despensa;Cafe;5700;https://cdn.shopify.com/s/files/1/0252/0481/7968/products/7702032257157_1024x.jpg?v=1592427232
Cafe Aroma Instantaneo;Frasco x 170 gr ;Despensa;Cafe;10500;https://mercaldas.vteximg.com.br/arquivos/ids/185070-1000-1000/Cafe-AROMA-Instantaneo-Frasco-X170G.jpg?v=637026905581070000
Cafe Aroma Instantaneo;Frasco x 85 gr ;Despensa;Cafe;5700;https://mercaldas.vteximg.com.br/arquivos/ids/185050-1000-1000/Cafe-AROMA-Instantaneo-Frasco-X85G.jpg?v=637026905524400000
Cafe Aroma Granulado;Frasco x 170 gr ;Despensa;Cafe;10900;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7707199660758.jpg
Cafe Aroma Granulado;Frasco x 85 gr ;Despensa;Cafe;6300;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7707199660543.jpg
Cafe Nescafe ;Frasco x 170 gr ;Despensa;Cafe;14300;https://exitocol.vtexassets.com/arquivos/ids/2062610/Nescafe-Granuladox170-Gramos-694669_a.jpg?v=637270737593000000
Cafe Nescafe ;Frasco x 85 gr ;Despensa;Cafe;8600;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515017-750-750/7702024005780-1.jpg?v=637279202365700000
Cafe Nescafe Dolca;Frasco x 170 gr ;Despensa;Cafe;12100;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3513778-1000-1000/7702024059875-1.jpg?v=637275832176830000
Cafe Bastiya ;Frasco x 85 gr ;Despensa;Cafe;6650;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702032109890.jpg
Cafe Bastiya ;Frasco x 170 gr ;Despensa;Cafe;12100;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702032111213.jpg
Cafe Buen Dia;Frasco x 170 gr ;Despensa;Cafe;16500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3397090-1000-1000/7707211630929.jpg?v=636881971975830000
Cafe Buen Dia;Frasco x 85 gr ;Despensa;Cafe;9300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3397089-750-750/7707211630912.jpg?v=636881971975200000
Cafe Buen Dia;Frasco x 85 gr ;Despensa;Cafe;9900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3397085-1000-1000/7707211631209.jpg?v=636881971972400000
Cafe Insta Cream ;Tarro x 290 gr ;Despensa;Cafe;8900;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702354132002.jpg
Cafe Insta Cream ;Tarro x 175 gr ;Despensa;Cafe;6100;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/instacrem-original-800x800-01.jpg
Bebida Chocolisto ;Tarro x 300 gr ;Despensa;Bebidas Achocolatadas en Polvo;6050;https://colsubsidiogrocery.vtexassets.com/arquivos/ids/156482/7702007216103.jpg?v=637274036965400000
Bebida Chocolisto ;Tarro x 1000 gr ;Despensa;Bebidas Achocolatadas en Polvo;16100;https://carulla.vtexassets.com/arquivos/ids/194394/Bebida-Chocolatada-En-Tarro-X-1000-gr-129367_a.jpg?v=637099119237000000
Bebida Chocolisto ;Bolsa x 1500 gr;Despensa;Bebidas Achocolatadas en Polvo;23200;https://mercaldas.vteximg.com.br/arquivos/ids/199315-1000-1000/CHOCOLISTO-1500Gramos-Bolsa_12892.jpg?v=637354712220030000
Bebida Chocolisto ;Bolsa x 200 gr;Despensa;Bebidas Achocolatadas en Polvo;4300;https://mercaldas.vteximg.com.br/arquivos/ids/157427-1300-1300/335.jpg?v=636918829482030000
Bebida Chocolisto ;Bolsa x 440 gr;Despensa;Bebidas Achocolatadas en Polvo;7950;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177392-1000-1000/7702007032253-1.jpg?v=636117824223400000
Bebida Chocolisto menos Azucar;Bolsa x 200 gr;Despensa;Bebidas Achocolatadas en Polvo;4700;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702007040777.jpg
Bebida Chocolisto Crocante;Bolsa x 250 gr;Despensa;Bebidas Achocolatadas en Polvo;6300;https://mercaldas.vteximg.com.br/arquivos/ids/199313-1000-1000/CHOCOLISTO-Crocante-X250G_39871.jpg?v=637354712215670000
Bebida Milo;Bolsa x 250 gr;Despensa;Bebidas Achocolatadas en Polvo;8200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3471591-750-750/7702024056102-1.jpg?v=637111569561730000
Bebida Milo;Bolsa x 500 gr;Despensa;Bebidas Achocolatadas en Polvo;15600;https://carulla.vtexassets.com/arquivos/ids/1424135-800-auto?width=800&height=auto&aspect=true
Bebida Milo;Bolsa x 1100 gr;Despensa;Bebidas Achocolatadas en Polvo;31700;https://unidrogas.vteximg.com.br/arquivos/ids/359081-1000-1000/7702024056775.jpg?v=637335949673200000
Bebida instantanea Nucita;Bolsa x 200 gr;Despensa;Bebidas Achocolatadas en Polvo;3200;https://www.colombina.com/corporativo/includes/thumbnail.php?url=/config/img/files/25870.jpg&1
Avena Don Pancho Hojuelas;Bolsa x 600 gr ;Despensa;Avenas;4700;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3467140-750-750/7702193100491.jpg?v=637079545538630000
Avena Don Pancho Hojuelas;Bolsa x 1200 gr;Despensa;Avenas;8300;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493864-1000-1000/7702595483840.jpg?v=637219581473030000
Avena Don Pancho Molida;Bolsa x 600 gr ;Despensa;Avenas;4500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3487854-1000-1000/7702193103119.jpg?v=637190359600570000
Avena en Hojuelas Quikely;Bolsa x 500 gr ;Despensa;Avenas;3400;https://cdnx.jumpseller.com/don-merke/image/10114292/thumb/635/480?1594227120
Avena en Hojuelas Quikely;Bolsa x 1000 gr;Despensa;Avenas;6400;https://www.jdh.com.co/wp-content/uploads/2020/05/Avena-en-Hojuelas-Qikely-xkl.jpg
Avena Molida Quaker;Bolsa x 350 gr ;Despensa;Avenas;5500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493858-1000-1000/7702193102631.jpg?v=637219581426270000
Avena Hojuelas Quaker;Bolsa x 350 gr ;Despensa;Avenas;5400;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493852-1000-1000/7702193100675.jpg?v=637219581377170000
Avena instantanea Quaker Fresa;Bolsa x 300 gr ;Despensa;Avenas;5900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493857-1000-1000/7702193154005.jpg?v=637219581409530000
Avena instantanea Quaker Vainilla;Bolsa x 300 gr ;Despensa;Avenas;5900;https://exitocol.vtexassets.com/arquivos/ids/1818175/Avena-Instantanea-Vainilla-X-300-gr-152164_a.png?v=637242687197430000
Avena instantanea Quaker Arequipe;Bolsa x 300 gr ;Despensa;Avenas;5900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493859-750-750/7702193171002.jpg?v=637219581435200000
Avena instantanea La Abuela Arequipe;Bolsa x 180 gr ;Despensa;Avenas;3100;https://www.organizacioncardenas.com/images/avenas-harinas/avena/arequipe-194-250.png
Avena instantanea La Abuela Vainilla;Bolsa x 180 gr ;Despensa;Avenas;3100;https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeis2SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ab3a76b0d769c62ee91423d684caa68121e0fe49/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707287462929.jpg?locale=es
Avena instantanea La Abuela Fresa;Bolsa x 180 gr ;Despensa;Avenas;3100;https://www.merkadomi.com/wp-content/uploads/2020/08/avena-de-la-abuela-fresa-180-gr.jpg
Te instantaneo SunTea Limon;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702354929664.jpg
Te instantaneo SunTea Limon Mandarina;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/241730-750-750/7702354943349-1.jpg?v=636462711498670000
Te instantaneo SunTea Mora;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702354945107.jpg
Te instantaneo SunTea Frutos Rojos;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://mercaldas.vteximg.com.br/arquivos/ids/155839-1000-1000/39505.jpg?v=636885395927570000
Te instantaneo SunTea Maracuya;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://vx2.bc3.myftpupload.com/wp-content/uploads/2019/04/7702354932305-600x450.jpg
Te instantaneo SunTea Lulo;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;
Te instantaneo SunTea Manzana Verde;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3401397-1000-1000/7702354946111.jpg?v=636893222618730000
Te instantaneo SunTea Mandarina;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/241730-1000-1000/7702354943349-1.jpg?v=636462711498670000
Te instantaneo Sabi-Ya Original;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3430107-750-750/7702354946319.jpg?v=636958662598300000
Te instantaneo Sabi-Ya Naranja;Bolsa x 4.5 lt;Despensa;Te, infusiones e instantaneos;6900;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3430108-1000-1000/7702354946302.jpg?v=636958662603470000
Mezcla NaranYA;Bolsa x 3 lt;Despensa;Te, infusiones e instantaneos;3500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/189917-750-750/7702354026882-1.jpg?v=636162024188930000
Mezcla GuanabanaYa;Bolsa x 3 lt;Despensa;Te, infusiones e instantaneos;3500;https://sc01.alicdn.com/kf/HTB1dVs7KFXXXXXOXFXXq6xXFXXXA.jpg
Mezcla TropicalYa;Bolsa x 3 lt;Despensa;Te, infusiones e instantaneos;3500;https://www.brigman.it/media/catalog/product/cache/3/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/r/e/refresco_tropicaly_.jpeg
Mezcla MoraYA;Bolsa x 3 lt;Despensa;Te, infusiones e instantaneos;3500;https://domilytel.com/wp-content/uploads/2018/12/Refresco-Instant%C3%A1neo-Moraya-318G-C24U.png
Mezcla NaranYA;Bolsa x 9 lt;Despensa;Te, infusiones e instantaneos;8800;https://merkandoya.com/imgproductos/5393c440-845f-11ea-8e2b-9d5a4c7605fe20200422010554.jpg
Mezcla GuanabanaYa;Bolsa x 9 lt;Despensa;Te, infusiones e instantaneos;8800;https://oficlick.co/wp-content/uploads/2020/10/C080012.jpg
Mezcla TropicalYa;Bolsa x 9 lt;Despensa;Te, infusiones e instantaneos;8800;https://comfandivirtual.com.co/supermercados/4207-home_default/bebida-tropicalya-30gr.jpg
Mezcla MoraYA;Bolsa x 9 lt;Despensa;Te, infusiones e instantaneos;8800;
Pulpifruta Fresa;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7702354017262.jpg
Pulpifruta Mora;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://carulla.vtexassets.com/arquivos/ids/1395570-800-auto?width=800&height=auto&aspect=true
Pulpifruta Maracuya;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://images.jumpseller.com/store/fanero/4932187/pulpifruta.jpg?1589490921
Pulpifruta Guanabana;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://exitocol.vtexassets.com/arquivos/ids/1174609/Pulpifruta-Guanabana-160g-505045_a.jpg?v=637169353939530000
Pulpifruta Lulo;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7702354015572.jpg
Pulpifruta Piña ;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://supertiendascomunal.com/6799-large_default/pulpa-de-pina-pulpifruta-200-g.jpg
Pulpifruta Fresa;Bolsa x 200 gr ;Despensa;Te, infusiones e instantaneos;2400;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7702354017262.jpg
Cereal Buenos Dias  Arroz Achocolatado;Bolsa x 1100 gr;Despensa;Cereales;11300;https://images.rappi.com/products/832517-1556058674513.png?d=136x136
Cereal Buenos Dias Aros Frutañes;Bolsa x 1100 gr;Despensa;Cereales;11300;https://cerealesbuenosdias.com/img/productos/aros-frutales-kilos.jpg
Cereal Buenos Dias Hojuelas ;Bolsa x 1100 gr;Despensa;Cereales;11300;https://cerealesbuenosdias.com/img/productos/hojuelas-de-maiz-azicaradas-super-kilo.jpg
Cereal Buenos Dias Hojuelas ;Bolsa x 500 gr;Despensa;Cereales;6500;https://cerealesbuenosdias.com/img/productos/hojuelas-de-maiz-de-azucar.jpg
Cereal Buenos Dias  Arroz Achocolatado;Bolsa x 500 gr;Despensa;Cereales;6500;
Cereal Zooreals Frutymingo ;Bolsa x 800 gr ;Despensa;Cereales;8900;https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM2U4SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--11d3f1039b98a305e2c982d34a3597a455edc211/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707291170292.jpg?locale=es
Cereal Zooreals Chocomonkey;Bolsa x 1000 gr;Despensa;Cereales;10300;https://supermercadosprogresar.vive.expert/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEM4SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6fe1f29381df26037e22ea4fe7ccc3a042b46c92/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707291170285.jpg?locale=es
Cereal Zooreals Azucarafas;Bolsa x 1000 gr;Despensa;Cereales;10900;https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHU4SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bbe7e7f8ae8d67d980e611f7c15733aac00c2e95/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707291170278.jpg?locale=es
Cereal Kellogs Zucaritas ;Caja x 730 gr ;Despensa;Cereales;18800;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3398945-1000-1000/7702103015075.jpg?v=636887935462900000
Cereal Kellogs Zucaritas ;Caja x 480 gr;Despensa;Cereales;14900;https://static.frecuento.com//medias/40383446-01-BASEIMAGE-Midres?context=bWFzdGVyfGZyZWN1ZW50b3w4NzgyMTN8aW1hZ2UvanBlZ3xmcmVjdWVudG8vaGYyL2hjMC85MDk3MjIxNTcwNTkwLmpwZ3wzNmFiZWRhYWZhOWI4MzgzNWFjZTdjOTJiNWZkOGM4NTA4YWUxZTljOTAyZWM5NTU4ZjZhNWJkODM0YWVjOWVk
Cereal Kellogs ChocoKrispis;Caja x 700 gr ;Despensa;Cereales;19100;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3398942-1000-1000/7702103038074.jpg?v=636887935459000000
Cereal Kellogs ChocoKrispis;Caja x 550 gr ;Despensa;Cereales;17100;https://metrocolombiafood.vteximg.com.br/arquivos/ids/229387-1000-1000/7702103038050.jpg?v=636887936197130000
Cereal Kellogs CornFlakes;Caja x 200 gr ;Despensa;Cereales;11900;https://metrocolombiafood.vteximg.com.br/arquivos/ids/159592-1000-1000/7591057001025-1.jpg?v=636670251019630000
Cereal Kellogs All-Bran;Caja x 400 gr ;Despensa;Cereales;11900;https://metrocolombiafood.vteximg.com.br/arquivos/ids/229125-750-750/7702103019165.jpg?v=636881991610130000
Cereal Kellogs Zucaritas ;Bolsa x 300 gr ;Despensa;Cereales;8100;https://exitocol.vtexassets.com/arquivos/ids/1099596/Cereal-1057836_a.jpg?v=637148807093930000
Cereal Kellogs ChocoKrispis;Bolsa x 295 gr;Despensa;Cereales;9400;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702103002396.jpg
Cereal Flips Dulce de Leche;Bolsa x 120 gr ;Despensa;Cereales;3200;https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Flips-DulceDeLeche-120g-800x800.jpg
Cereal Flips Cookies & Cream;Bolsa x 120 gr ;Despensa;Cereales;3200;https://http2.mlstatic.com/D_Q_NP_607473-MCO29760683992_032019-O.webp
Cereal Flips Chocolate;Bolsa x 120 gr ;Despensa;Cereales;3200;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206368-1000-1000/7707200710342-20-1.jpg?v=636287518639930000
Cereal Quaker Aritos Chocolate;Bolsa x 100 gr ;Despensa;Cereales;2400;https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/05/quaker_aritos_chocolate_100gr.jpg?fit=750%2C750&ssl=1
Cereal Quaker Aritos ;Bolsa x 100 gr ;Despensa;Cereales;2400;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702193850013.jpg
Cereal Tosh Manzana;Caja x 300 gr ;Despensa;Cereales;9600;https://locatelcolombia.vteximg.com.br/arquivos/ids/226526-1000-1000/7702007036572_1_CEREAL-MANZANA-CAJA-TOSH-X-300G.jpg?v=637268791959130000
Cereal Tosh Pasas;Caja x 300 gr ;Despensa;Cereales;9600;https://www.toccmarket.com/image/cache/catalog/SNACKS/Cereal%20Tosh%20Pasas%20x%20300g-1000x798.jpg
Cereal Tosh Almendras ;Caja x 300 gr ;Despensa;Cereales;9600;https://tosh.com.co/wp-content/uploads/2017/03/Almendras-Granolas-Tosh-new.png
Cereal Tosh Chocolate;Caja x 300 gr ;Despensa;Cereales;9600;
Cereal Tosh Fresa;Caja x 300 gr ;Despensa;Cereales;9600;https://locatelcolombia.vteximg.com.br/arquivos/ids/194969-1000-1000/7702007036596.png?v=636178367161970000
Multicereal Infantil Maizena Miel ;Caja x 200 gr ;Cuidado del Bebe;Alimentacion;5600;https://d50xhnwqnrbqk.cloudfront.net/images/products/medium/0007702047039991_A1R1_es_s02a.jpg
Cereal Infantil Nestum Cerelac;Caja x 360 gr;Cuidado del Bebe;Alimentacion;11800;https://pepeganga.vteximg.com.br/arquivos/ids/418065-1045-1100/000290-1.jpg?v=637070321488000000
Cereal infantil Nestum Arroz ;Caja x 350 gr;Cuidado del Bebe;Alimentacion;12100;https://http2.mlstatic.com/cereal-infantil-nestle-nestum-kg-a-40-D_NQ_NP_845484-MCO40834068614_022020-F.jpg
Cereal infantil Nestum 5 cereales;Caja x 350 gr;Cuidado del Bebe;Alimentacion;12100;https://farmaciauniversal.com/assets/sources/Nestum%205%20Cereales%20350%20gr.jpg
Cereal infantil Nestum Trigo y Miel;Caja x 350 gr;Cuidado del Bebe;Alimentacion;12500;https://exitocol.vtexassets.com/arquivos/ids/988846-800-auto?width=800&height=auto&aspect=true
Cereal Infantil Nestum Trigo y Frutas;Caja x 200 gr ;Cuidado del Bebe;Alimentacion;7950;https://www.superseis.com.py/images/thumbs/0226725.jpeg
Cereal infantil Nestum 5 cereles;Caja x 200 gr ;Cuidado del Bebe;Alimentacion;7700;https://www.cruzverde.com.co/dw/image/v2/BDPM_PRD/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw95280179/images/large/86788-1-CEREAL-INFANTIL-5CEREAL+PROBIO-NESTUM-CAJ-X-200GR-ETAPA-2.jpg?sw=1000&sh=1000
Cereal Infantil Nestum Trigo y Miel;Caja x 200 gr ;Cuidado del Bebe;Alimentacion;7700;https://juntozstgsrvproduction.blob.core.windows.net/default-blob-images/orig_7613033986628_940798.jpg
Cereal Infantil Nestum Vainilla ;Caja x 200 gr ;Cuidado del Bebe;Alimentacion;7700;https://supermercadocomunal.com/3494-large_default/cereal-infantil-nestle-nestum-vainilla-.jpg
Cereal Tradicional Maizena ;Caja x 300 gr ;Cuidado del Bebe;Alimentacion;6500;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155655-1000-1000/7702047069004.jpg?v=636066425885030000
Compota San Jorge Manzana ;Frasco x 160 gr;Cuidado del Bebe;Alimentacion;2300;https://www.levapan.com/wp-content/uploads/2015/11/compotas-ma-san-jorge-manzana-160g.jpg
Compota San Jorge Trocitos de Manzana;Frasco x 145 gr;Cuidado del Bebe;Alimentacion;2300;https://m.lopido.com/images/productos/sii/P/300x300/trocitos_manzana_san_jorge_ma-119318-1545151073.png
Compota San Jorge Melocotón;Frasco x 160 gr;Cuidado del Bebe;Alimentacion;2300;https://cdn1.totalcode.net/la14/product-thumb/es/compota-melocoton-san-jorge-x-160-g-1.jpg
Compota San Jorge Pera ;Frasco x 160 gr;Cuidado del Bebe;Alimentacion;2300;https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-pera_160g.jpg
Compota San Jorge Frutas Mixtas ;Frasco x 160 gr;Cuidado del Bebe;Alimentacion;2300;https://www.ssuppler.com/wp-content/uploads/COMPOTA-FRUTAS-MIXTAS-SAN-JORGE-.jpg
Compota San Jorge Trocitos de Mango;Frasco x 145 gr;Cuidado del Bebe;Alimentacion;2300;https://mercaldas.vteximg.com.br/arquivos/ids/156597-400-400/56432.jpg?v=636885403780370000
Compota San Jorge Manzana ;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://www.eurosupermercados.com/eurosupermercado2020/contenidos/images/ecommerce_productos/7702014566000.jpg
Compota San Jorge Melocotón;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-melocoton_113g.jpg
Compota San Jorge Pera ;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-pera_113g.jpg
Compota San Jorge Frutas Mixtas ;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702014566031.jpg
Compota San Jorge Mango;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702014566079.jpg
Compota San Jorge Guayaba;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://www.levapan.com/wp-content/uploads/2015/11/compota-ma-san-jorge-guayaba_113g.jpg
Compota San Jorge Ciruelas Pasas;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;1800;https://http2.mlstatic.com/compotas-san-jorge-de-113gr-D_NQ_NP_703698-MCO43136540118_082020-F.jpg
Compota Alpina Manzana;Frasco x 113 gr;Cuidado del Bebe;Alimentacion;2500;https://cdn.shopify.com/s/files/1/1084/0590/products/CompotaManzanaX113GrAlpina_1024x.jpg?v=1592535998
